La HYDROXY COMPLEX,,,,,,,,,,,,
Wavelength (nm),LaHL1,LaHL2,LaHL3,NdHL1,NdHL2,NdHHL3,DyHL1,DyHL2,DyHL3,HL1,HL2,HL3
316,2.530344963,2.154503584,3.605031252,1.110564947,1.586923122,0.496934801,4.094332218,10,3.615818262,0.399094582,0.627802968,0.114459597
315,2.5412848,2.176319361,3.713392735,1.183981061,1.660565615,0.517034113,3.960247755,10,3.588273764,0.398815006,0.628965914,0.115451813
314,2.563328028,2.193696976,3.708563566,1.268260598,1.751593232,0.540106297,4.05163002,10,3.660670042,0.398087502,0.630207241,0.115289748
313,2.606541395,2.215192318,3.704976797,1.352193952,1.833530068,0.56426698,4.094079494,10,3.717697859,0.397375792,0.631383658,0.115821801
312,2.643872261,2.246144533,3.769578934,1.442742705,1.936784863,0.590874314,4.186952114,10,3.752118111,0.397516459,0.633296192,0.116548382
311,2.642642498,2.267254591,3.809142828,1.545450568,2.035555601,0.622429788,4.222736835,10,3.734370708,0.397461116,0.634373903,0.116901659
310,2.687957048,2.311129093,3.941863298,1.649270177,2.155353785,0.653144658,4.221395969,10,3.78467536,0.397557437,0.6363042,0.11729148
309,2.698837757,2.329858303,3.918771267,1.764835358,2.276132822,0.686973274,4.436469555,10,3.811697483,0.397280633,0.637427449,0.117748514
308,3.054471731,2.709561825,4.093644619,1.91479969,2.447604179,0.730692804,4.453218937,10,4.192155361,0.397487849,0.639602661,0.118273839
307,3.102101803,2.741890669,4.078219414,2.016936064,2.565913439,0.763045609,4.312066555,10,4.209795952,0.396770716,0.640783131,0.118660159
306,3.13396883,2.799968004,4.284938812,2.160069704,2.723431349,0.806956768,4.530881882,10,4.347184658,0.39702031,0.641955316,0.11865288
305,3.182806015,2.846693277,4.316077709,2.305153847,2.880019188,0.853648961,4.576203823,10,4.483978271,0.39700079,0.643794417,0.119620428
304,3.22079587,2.882802486,4.655103207,2.469172955,3.052480459,0.90569979,5.573575974,10,4.874433994,0.397865295,0.644514561,0.12008743
303,3.302301884,2.956626654,4.606720448,2.63992095,3.230856657,0.961457968,6.160317421,10,5.220221996,0.397316694,0.646045089,0.120253816
302,3.357538939,3.022225618,5.27680254,2.818833351,3.435626268,1.022892237,5.999914646,10,5.196066856,0.397578001,0.646746278,0.120286904
301,3.425766706,3.083765745,10,3.016844988,3.640970469,1.08752954,10,10,10,0.395858824,0.647985578,0.121443294
300,3.508699417,3.170977116,10,3.216224194,3.860049248,1.159443855,10,10,10,0.395177275,0.648287654,0.12122912
299,3.584863663,3.244769096,10,3.42833662,4.086389065,1.233209491,10,10,10,0.394342363,0.649584353,0.12140806
298,3.641624451,3.323029995,10,3.698447943,4.407285213,1.315526247,10,10,10,0.395213753,0.650092065,0.121946059
297,3.736018181,3.403882504,10,3.981413364,5.103172779,1.407572508,10,10,10,0.394455016,0.650296748,0.122661956
296,3.854168892,3.518056154,10,4.389158726,5.320329666,1.50601542,10,10,10,0.394600958,0.651438296,0.122203007
295,3.930727005,3.641200781,10,5.011045933,10,1.609253526,10,10,10,0.394613296,0.652128339,0.122567959
294,4.051961899,3.798113823,10,10,10,1.720148802,10,10,10,0.394616097,0.653402031,0.122704461
293,4.195128918,3.913735867,10,10,10,1.843368173,10,10,10,0.394586325,0.654854477,0.1232768
292,4.305190086,4.125684738,10,10,10,1.97657001,10,10,10,0.394799888,0.656046987,0.123971231
291,4.389558315,4.416463375,10,10,10,2.118495703,10,10,10,0.39545694,0.657759368,0.123756394
290,4.68688345,4.713804245,10,10,10,2.270354033,10,10,10,0.396556079,0.658267438,0.124269217
289,4.784306049,10,10,10,10,2.437196016,10,10,10,0.397278935,0.660143435,0.124572761
288,5.092424393,10,10,10,10,2.618268967,10,10,10,0.396658003,0.661628604,0.125546798
287,5.133730888,10,10,10,10,2.812312603,10,10,10,0.3963117,0.662915528,0.124989577
286,10,10,10,10,10,3.021801949,10,10,10,0.396037906,0.664705694,0.125331283
285,5.2329216,10,10,10,10,3.231853962,10,10,10,0.394594163,0.665875077,0.125570744
284,10,10,10,10,10,3.508438587,10,10,10,0.392961681,0.668287873,0.126848176
283,10,10,10,10,10,3.792961121,10,10,10,0.391384751,0.669264436,0.126907349
282,10,10,10,10,10,4.166757107,10,10,10,0.39155215,0.671799719,0.12733753
281,10,10,10,10,10,4.619206429,10,10,10,0.391683012,0.673389018,0.127496466
280,10,10,10,10,10,10,10,10,10,0.391364515,0.675786316,0.12817429
279,10,10,10,10,10,10,10,10,10,0.390215516,0.67804414,0.128823429
278,10,10,10,10,10,10,10,10,10,0.388499141,0.681707025,0.129368499
277,10,10,10,10,10,10,10,10,10,0.386249811,0.684183896,0.129729465
276,10,10,10,10,10,10,10,10,10,0.382924348,0.687092841,0.129807323
275,10,10,10,10,10,10,10,10,10,0.380275935,0.689954698,0.13060309
274,10,10,10,10,10,10,10,10,10,0.378299266,0.693378747,0.131036207
273,5.579229355,10,10,10,10,10,10,10,10,0.376244843,0.697058499,0.131986514
272,10,10,10,10,10,10,10,10,10,0.374002338,0.70055896,0.131993845
271,5.647352219,10,10,10,10,10,10,10,10,0.371029198,0.70357126,0.132369578
270,10,10,10,10,10,10,10,10,10,0.368766308,0.707443714,0.132971391
269,10,10,10,10,10,10,10,10,10,0.365150303,0.711381257,0.133528426
268,10,10,10,10,10,10,10,10,10,0.356036782,0.718854845,0.135017321
267,6.849975586,10,10,10,10,10,10,10,10,0.354495585,0.723380327,0.136098981
266,10,10,10,10,10,10,10,10,10,0.350898802,0.727208674,0.136515632
265,5.749106884,10,10,10,10,10,10,10,10,0.348368943,0.730244041,0.136629611
264,5.671242237,10,10,10,10,10,10,10,10,0.346014082,0.734489143,0.13729845
263,10,10,10,10,10,10,10,10,10,0.343183994,0.738428414,0.137785748
262,10,10,10,10,10,10,10,10,10,0.342450231,0.743136108,0.138389215
261,10,10,10,10,10,10,10,10,10,0.341300607,0.747452498,0.138895035
260,10,10,10,10,10,10,10,10,10,0.338827938,0.752113164,0.139314562
259,10,10,10,10,10,10,10,10,10,0.33570227,0.757205546,0.140227944
258,10,10,10,10,10,10,10,10,10,0.334831923,0.761259437,0.14083615
257,10,10,10,10,10,10,10,10,10,0.333375394,0.765390158,0.141429022
256,5.685747147,10,10,10,10,10,10,10,10,0.33197096,0.770606041,0.142095059
255,5.389613628,10,10,10,10,10,10,10,10,0.329675913,0.775499821,0.142530739
254,10,10,10,10,10,10,10,10,10,0.327364713,0.780231059,0.143285811
253,5.574776173,10,10,10,10,10,10,10,10,0.32571578,0.784863234,0.143944964
252,5.607156277,10,10,10,10,10,10,10,10,0.323835671,0.789959073,0.144711778
251,5.243343353,10,10,10,10,10,10,10,10,0.320908278,0.795352995,0.145168036
250,5.710780144,10,10,10,10,10,10,10,10,0.317134082,0.800517261,0.146019757
249,5.068640232,10,10,10,10,10,10,10,10,0.314724356,0.805625439,0.146182969
248,5.41430378,10,10,10,10,10,10,10,10,0.312929153,0.810873807,0.147375539
247,4.861780167,10,10,10,10,10,10,10,10,0.310993135,0.816021681,0.147930995
246,4.945654392,10,10,10,10,10,10,10,10,0.309276253,0.821230769,0.147975102
245,4.953155041,10,10,10,10,10,10,10,10,0.308628529,0.826923251,0.149089873
244,4.952852249,10,10,10,10,6.101603985,10,10,10,0.308161557,0.832312286,0.149364799
243,5.065928936,10,10,6.496436119,10,5.053772449,10,10,10,0.305931985,0.837395191,0.15079248
242,4.87825346,10,10,10,10,10,10,10,10,0.304561555,0.842971921,0.150760382
241,4.828876019,10,10,10,10,5.276162624,10,10,10,0.302514136,0.848415434,0.151750967
240,4.813381195,10,10,5.06243515,10,5.646483421,10,10,10,0.300386846,0.853704274,0.151781887
239,4.626852512,10,10,4.974083424,10,5.069363594,10,10,10,0.297640145,0.860086918,0.152972534
238,4.632947922,10,10,4.765209198,5.691396713,4.851421356,10,10,10,0.295594871,0.865500271,0.153897166
237,4.636318684,10,10,5.047613144,10,4.836163998,10,10,10,0.293289274,0.870526075,0.154011622
236,4.594151974,10,10,4.78802824,10,4.751447201,10,10,10,0.292383283,0.876195729,0.154660702
235,4.624573708,10,10,4.718695641,6.015329361,4.831368446,10,10,10,0.291154623,0.88156271,0.155436471
234,4.684007645,10,10,4.799841881,6.088733673,4.744771957,10,10,10,0.291398257,0.885921955,0.155863136
233,4.657809734,10,10,4.790138721,5.238094807,4.72642374,10,10,10,0.29173255,0.890212774,0.156471461
232,4.603811741,10,10,4.7878685,5.872604847,4.742602348,10,10,10,0.291610539,0.895146072,0.157080144
231,4.507552624,10,10,4.915393353,5.623036861,4.955474854,10,10,10,0.292878658,0.899804711,0.158506274
230,4.454528332,10,10,4.77271986,6.283619881,4.977082729,10,10,10,0.293115228,0.903807163,0.158351883
229,4.524107456,10,10,4.829301834,10,4.755074978,10,10,10,0.291742325,0.908100247,0.158961758
228,4.71521616,10,10,4.829825401,10,4.916810989,10,10,10,0.289742917,0.912235141,0.159484729
227,4.494218349,10,10,5.03507185,10,4.802352428,10,10,10,0.288931251,0.916664183,0.160069555
226,4.551849842,10,10,4.858026028,5.514324188,5.094780922,10,10,10,0.28927809,0.920164883,0.160583705
225,4.579557896,10,10,5.227001667,10,4.895811558,10,10,10,0.28795439,0.922699392,0.161962494
224,4.640845776,10,10,5.37234354,10,5.186061382,10,10,10,0.28669703,0.926276028,0.16209133
223,4.628129959,10,10,5.878566742,10,5.16934824,10,10,10,0.285002202,0.929200351,0.163088232
222,4.670124054,10,10,5.014050961,10,10,10,10,10,0.28441599,0.932228088,0.163397655
221,4.512586117,10,10,10,10,10,10,10,10,0.283957601,0.935166538,0.164595887
220,4.716875076,10,10,10,10,10,10,10,10,0.285528183,0.937938333,0.164983437
219,4.611483097,10,10,10,10,10,10,10,10,0.286456466,0.940424085,0.165948629
218,4.567401886,10,10,10,10,10,10,10,10,0.287844837,0.943069756,0.166918844
217,4.649810791,10,10,10,10,10,10,10,10,0.290625691,0.944596529,0.167221531
216,4.897334576,10,10,10,10,10,10,10,10,0.29082796,0.946305811,0.168194458
215,4.559545517,10,10,4.819427967,10,10,10,10,10,0.291138023,0.947796643,0.16972962
214,4.525430202,10,10,4.924084187,10,5.857450485,10,10,10,0.290289968,0.948971868,0.170225203
213,4.494243145,10,10,5.200785637,6.059975147,10,10,10,10,0.289255559,0.949857891,0.170713171
212,4.29949522,10,10,5.221198559,10,10,10,10,10,0.288637996,0.951427937,0.172167465
211,4.578629494,10,10,5.205732346,10,10,10,10,10,0.287348509,0.952805817,0.173044831
210,4.585111141,10,10,10,10,10,10,10,10,0.287354291,0.953672826,0.174175382
209,4.585364819,10,10,5.129680157,10,10,10,10,10,0.287950426,0.954072952,0.17510964
208,4.43744278,10,10,10,10,10,10,10,10,0.289067745,0.954656243,0.175532699
207,4.588572979,10,10,10,10,10,10,10,10,0.290703982,0.956419885,0.176913962
206,4.622306347,10,10,10,10,10,10,10,10,0.290563047,0.95601666,0.177534655
205,4.735982418,10,10,10,10,10,10,10,10,0.290091485,0.956854999,0.178563401
204,4.374599457,10,10,5.289556503,10,10,10,10,10,0.289575368,0.956129789,0.179679692
203,4.425545216,10,10,4.383656502,5.796970844,5.53071785,10,5.746553421,10,0.291402102,0.957012892,0.18053183
202,4.382297516,10,10,4.630593777,4.887755394,5.040705681,10,10,10,0.292185903,0.957625866,0.181737721
201,4.250182152,10,10,4.567000389,10,5.803337097,10,10,10,0.291667819,0.957247555,0.18246603
200,4.390883446,10,10,4.783236504,5.482229233,6.287233829,10,10,10,0.292691141,0.956997812,0.183589295
,,,,,,,,,,0.291924387,0.95710516,0.18461059
La HYDROXY COMPLEX,,,,,,,,,,0.292028576,0.958218157,0.185610488
La HYDROXY COMPLEX,,,,,,,,,,0.293198466,0.95704025,0.186660826
Collection Time: 10/1/2023 3:23:19 PM,,,,,,,,,,0.293237299,0.956969142,0.187794119
Operator Name  :,,,,,,,,,,0.292504549,0.956824303,0.188470572
Scan Software Version: 4.20(468),,,,,,,,,,0.293079495,0.957024753,0.190091163
Parameter List :,,,,,,,,,,0.294698596,0.956889749,0.190792173
Instrument                        Cary 300,,,,,,,,,,0.296042115,0.957162142,0.192116886
Instrument Version                12.00,,,,,,,,,,0.295601755,0.956634045,0.192818835
Start (nm)                        500.00,,,,,,,,,,0.297020346,0.956957161,0.194331348
Stop (nm)                         200.00,,,,,,,,,,0.298395813,0.95662427,0.19490321
X Mode                            Nanometers,,,,,,,,,,0.299036443,0.95713979,0.196222127
Y Mode                            Abs,,,,,,,,,,0.29877615,0.957329631,0.197111547
UV-Vis Scan Rate (nm/min)         600.000,,,,,,,,,,0.299741328,0.957371891,0.198049948
UV-Vis Data Interval (nm)         1.000,,,,,,,,,,0.300720871,0.958773375,0.200192198
UV-Vis Ave. Time (sec)            0.100,,,,,,,,,,0.301237613,0.958752215,0.200739831
UV-Vis SBW (nm)                   2.0,,,,,,,,,,0.302063286,0.959412932,0.201402277
Beam Mode                         Double,,,,,,,,,,0.303889632,0.960523665,0.203060076
Signal-to-noise Mode              Off,,,,,,,,,,0.3080239,0.9610973,0.204108179
UV Source                         On,,,,,,,,,,0.307435751,0.961983323,0.205851585
Vis Source                        On,,,,,,,,,,0.30653742,0.962714553,0.207295492
Source Changeover (nm)            350.00,,,,,,,,,,0.305534631,0.963155091,0.207786992
Baseline Correction               Off,,,,,,,,,,0.306731492,0.963469505,0.208960325
Cycle Mode                        Off,,,,,,,,,,0.306172431,0.963984251,0.210588127
Comments,,,,,,,,,,0.306331098,0.964257181,0.211995438
Method Log     :,,,,,,,,,,0.306735009,0.965113878,0.212461337
Method Name    :,,,,,,,,,,0.306929112,0.965512157,0.214525133
Date/Time stamp: 10/1/2023 3:16:12 PM,,,,,,,,,,0.306578457,0.966686726,0.216035515
Method Modifications:,,,,,,,,,,0.305474371,0.966867089,0.217616916
Autoconvert Changed: 10/1/2023 3:18:07 PM, Old:None, New:Ascii with Log,,,,,,,,0.303755879,0.967130423,0.218462065
Storage Changed: 10/1/2023 3:18:07 PM, Old:1, New:2,,,,,,,,0.304757446,0.968142569,0.22048977
X Start nm Changed: 10/1/2023 3:19:45 PM, Old: 800.00, New: 500.00,,,,,,,,0.305194974,0.96851182,0.221410483
End Method Modifications,,,,,,,,,,0.305225104,0.968812108,0.223044321
<SBW (nm)> ,2,,,,,,,,,0.304637373,0.969964922,0.224571526
<Energy> ,182,,,,,,,,,0.304284483,0.969655931,0.226153344
<Current Wavelength> ,200,,,,,,,,,0.304471672,0.97119987,0.22777997
,,,,,,,,,,0.305368543,0.971650541,0.22964859
,,,,,,,,,,0.307031632,0.97123766,0.231244952
,,,,,,,,,,0.308785111,0.972080767,0.232608408
,,,,,,,,,,0.309466571,0.971719503,0.234805867
,,,,,,,,,,0.308644146,0.971484602,0.23679331
,,,,,,,,,,0.308274031,0.972183764,0.238693282
,,,,,,,,,,0.307411283,0.97168076,0.240320101
,,,,,,,,,,0.308413357,0.972084642,0.242726117
,,,,,,,,,,0.309788495,0.970749557,0.244469479
,,,,,,,,,,0.310167402,0.971353769,0.246691346
,,,,,,,,,,0.309782267,0.972658932,0.249068379
,,,,,,,,,,0.310392171,0.971087992,0.25078699
,,,,,,,,,,0.312418759,0.971242487,0.252998859
,,,,,,,,,,0.311658949,0.971185744,0.254995793
,,,,,,,,,,0.31260249,0.970715106,0.25735718
,,,,,,,,,,0.31355083,0.97162056,0.259757608
,,,,,,,,,,0.315776378,0.972701252,0.262908727
,,,,,,,,,,0.319461674,0.971880853,0.265285671
,,,,,,,,,,0.322305471,0.972437441,0.267159641
,,,,,,,,,,0.323174149,0.973200858,0.269738942
,,,,,,,,,,0.323968917,0.975072444,0.272527367
,,,,,,,,,,0.326139838,0.974590063,0.275046408
,,,,,,,,,,0.32881394,0.97407788,0.277698904
,,,,,,,,,,0.32833612,0.975543261,0.280821651
,,,,,,,,,,0.329171419,0.975931704,0.28384915
,,,,,,,,,,0.328996182,0.976728082,0.286076397
,,,,,,,,,,0.331258357,0.978297293,0.289719373
,,,,,,,,,,0.331769645,0.980172634,0.292029381
,,,,,,,,,,0.332776159,0.982562959,0.29557395
,,,,,,,,,,0.333841205,0.984659016,0.298447579
,,,,,,,,,,0.336785823,0.986136794,0.300704986
,,,,,,,,,,0.33707872,0.989139974,0.304140955
,,,,,,,,,,0.335106552,0.99184233,0.307636976
,,,,,,,,,,0.333009213,0.993894696,0.310516298
,,,,,,,,,,0.334862977,0.997107565,0.314657867
,,,,,,,,,,0.336276442,1.000442982,0.3175686
,,,,,,,,,,0.338126183,1.003183365,0.321516842
,,,,,,,,,,0.340237796,1.007344127,0.323902667
,,,,,,,,,,0.342422783,1.011421442,0.328290939
,,,,,,,,,,0.344920695,1.016203284,0.332717896
,,,,,,,,,,0.348242402,1.020530343,0.336481243
,,,,,,,,,,0.351712078,1.025182247,0.340608567
,,,,,,,,,,0.351245582,1.030905724,0.345310152
,,,,,,,,,,0.350761861,1.036892891,0.350010365
,,,,,,,,,,0.352227956,1.043020129,0.35552001
,,,,,,,,,,0.352842182,1.050077558,0.360612512
,,,,,,,,,,0.353124857,1.057570577,0.366858184
,,,,,,,,,,0.351959646,1.066266894,0.372534692
,,,,,,,,,,0.353803635,1.074284077,0.378828168
,,,,,,,,,,0.356874049,1.084437013,0.386915058
,,,,,,,,,,0.357240439,1.094897747,0.394352615
,,,,,,,,,,0.358161688,1.105891585,0.402753413
,,,,,,,,,,0.361649394,1.118189216,0.411687791
,,,,,,,,,,0.364824623,1.129954576,0.422368765
,,,,,,,,,,0.368839055,1.144811153,0.43286565
,,,,,,,,,,0.371593118,1.161296487,0.443973601
,,,,,,,,,,0.373164445,1.177499413,0.456049025
,,,,,,,,,,0.373324245,1.196325898,0.470193148
,,,,,,,,,,0.373316079,1.216736197,0.484366298
,,,,,,,,,,0.375194758,1.238597274,0.500707805
,,,,,,,,,,0.375853896,1.262532473,0.518862784
,,,,,,,,,,0.379875362,1.289809108,0.537578106
,,,,,,,,,,0.382937074,1.317650795,0.558153331
,,,,,,,,,,0.385992825,1.348472595,0.580364227
,,,,,,,,,,0.388119906,1.382159233,0.604485154
,,,,,,,,,,0.391800225,1.417623878,0.630932212
,,,,,,,,,,0.396864444,1.456966043,0.658541977
,,,,,,,,,,0.401281506,1.49811244,0.68797034
,,,,,,,,,,0.405949056,1.544793487,0.721503079
,,,,,,,,,,0.409412295,1.589564443,0.753415585
,,,,,,,,,,0.414901614,1.641622186,0.790318131
,,,,,,,,,,0.419228226,1.695649266,0.829088092
,,,,,,,,,,0.420389801,1.751747131,0.870301008
,,,,,,,,,,0.421925575,1.813476443,0.914043129
,,,,,,,,,,0.425302893,1.877640605,0.960689724
,,,,,,,,,,0.429504871,1.943953633,1.008592606
,,,,,,,,,,0.437718034,2.013206005,1.059827089
,,,,,,,,,,0.443640441,2.086190701,1.113079548
,,,,,,,,,,0.448259383,2.162222385,1.171292424
,,,,,,,,,,0.453922659,2.242027283,1.228984714
,,,,,,,,,,0.459252626,2.32362628,1.291211724
,,,,,,,,,,0.464741707,2.410532951,1.354472995
,,,,,,,,,,0.470381856,2.49599719,1.422279716
,,,,,,,,,,0.478062272,2.590546846,1.492322564
,,,,,,,,,,0.485037565,2.683055162,1.566556454
,,,,,,,,,,0.493075311,2.786390305,1.647245646
,,,,,,,,,,0.499833733,2.861275434,1.72213614
,,,,,,,,,,0.509181738,2.951336861,1.804611325
,,,,,,,,,,0.519769788,3.046346664,1.891057491
,,,,,,,,,,0.529405296,3.13732934,1.979522943
,,,,,,,,,,0.536065996,3.207509756,2.07537508
,,,,,,,,,,0.54278338,3.274779081,2.167466402
,,,,,,,,,,0.554532528,3.352453232,2.268267155
,,,,,,,,,,0.567460358,3.422454834,2.361021996
,,,,,,,,,,0.578982532,3.4554317,2.46914649
,,,,,,,,,,0.590283871,3.398893118,2.585653782
,,,,,,,,,,0.596475303,3.395539284,2.664090157
,,,,,,,,,,0.610971928,3.444886208,2.771657467
,,,,,,,,,,0.624463618,3.441085339,2.87244153
,,,,,,,,,,0.638410449,3.478101969,2.976859093
,,,,,,,,,,0.653980076,3.460926056,3.07396245
,,,,,,,,,,0.669830799,3.451694489,3.158534527
,,,,,,,,,,0.691619575,3.504525423,3.302800655
,,,,,,,,,,0.713746131,3.480951309,3.354469061
,,,,,,,,,,0.741730511,3.453975439,3.447137356
,,,,,,,,,,0.774698675,3.520602703,3.514772415
,,,,,,,,,,0.810370028,3.444041491,3.559709072
,,,,,,,,,,0.855548561,3.53836894,3.689740658
,,,,,,,,,,0.90709573,3.464144707,3.674016714
,,,,,,,,,,0.976199925,3.451142788,3.685926676
,,,,,,,,,,1.062703371,3.489356041,3.722260475
,,,,,,,,,,1.167308807,3.496536255,3.840427637
,,,,,,,,,,1.275710702,3.490818024,3.769842148
,,,,,,,,,,1.391051054,3.378364563,3.690386534
,,,,,,,,,,1.52257967,3.412604094,3.725990295
,,,,,,,,,,2.126061916,3.487334251,3.977806091
,,,,,,,,,,2.300994635,3.479733706,3.948067904
,,,,,,,,,,2.467370987,3.498303652,3.948752165
,,,,,,,,,,2.546406746,3.491234303,4.000126362
,,,,,,,,,,2.597746849,3.538783312,4.053458691
,,,,,,,,,,2.611162424,3.559985161,4.125267029
,,,,,,,,,,2.633608818,3.523802757,4.085383415
,,,,,,,,,,2.626518726,3.481334448,4.033285618
,,,,,,,,,,2.647625685,3.5143888,4.021912575
,,,,,,,,,,2.639991283,3.532930613,4.060470581
,,,,,,,,,,2.658156157,3.547644854,4.157513142
,,,,,,,,,,2.665505886,3.627999783,4.085338593
,,,,,,,,,,2.670972109,3.566975594,4.041286945
,,,,,,,,,,2.691873312,3.520099401,4.105844975
,,,,,,,,,,2.704574347,3.571001291,4.110515594
,,,,,,,,,,2.7129457,3.558564663,4.119346142
,,,,,,,,,,2.704515457,3.549900532,4.099903584
,,,,,,,,,,2.725265026,3.560059071,4.152095795
,,,,,,,,,,2.752017021,3.576799631,4.276011467
,,,,,,,,,,2.756769896,3.568062305,4.228237629
,,,,,,,,,,2.777819157,3.548418045,4.12717247
,,,,,,,,,,2.783055305,3.542028666,4.162382126
,,,,,,,,,,2.812000513,3.546794176,4.173737526
,,,,,,,,,,2.825451612,3.54708004,4.101460457
,,,,,,,,,,2.858121157,3.582381725,4.244778156
,,,,,,,,,,2.892971277,3.554222345,4.147362232
,,,,,,,,,,2.908957243,3.560923576,4.160478592
,,,,,,,,,,2.931271315,3.585676432,4.240414619
,,,,,,,,,,2.970690489,3.568386316,4.095192909
,,,,,,,,,,2.993317604,3.616334438,4.098831177
,,,,,,,,,,3.02512598,3.562527895,4.332643509
,,,,,,,,,,3.04412055,3.647605419,4.198203087
,,,,,,,,,,3.098559618,3.633142471,4.190023899
,,,,,,,,,,3.122519493,3.597588778,4.226566792
,,,,,,,,,,3.151491642,3.59444809,4.357407093
,,,,,,,,,,3.202095032,3.631780386,4.399224758
,,,,,,,,,,3.263573885,3.649215698,4.451281071
,,,,,,,,,,3.282344341,3.610247374,4.401605129
,,,,,,,,,,3.334906816,3.645339489,4.450716496
,,,,,,,,,,3.351469517,3.647299767,4.642360687
,,,,,,,,,,3.662467003,3.622751236,4.677240372
,,,,,,,,,,3.744944096,3.639414549,4.775797844
,,,,,,,,,,3.777166128,3.630314589,4.755968094
,,,,,,,,,,3.796746016,3.629645824,4.580285072
,,,,,,,,,,3.837022066,3.642981768,4.554391861
,,,,,,,,,,3.832732916,3.607786179,4.610509396
,,,,,,,,,,3.881060123,3.635693789,4.663527489
,,,,,,,,,,3.871614933,3.619509935,4.801723957
,,,,,,,,,,3.905063391,3.612527609,4.690930367
,,,,,,,,,,3.949500084,3.633531809,4.65661335
,,,,,,,,,,3.940564871,3.607584715,4.568893909
,,,,,,,,,,3.962460279,3.613390923,4.523882389
,,,,,,,,,,3.996370077,3.615737438,4.733957767
,,,,,,,,,,4.06627512,3.606575251,4.61397171
,,,,,,,,,,4.015958309,3.625238419,4.502941608
,,,,,,,,,,4.045365334,3.601470232,4.480697155
,,,,,,,,,,4.053499222,3.607933283,4.511452675
,,,,,,,,,,4.078641415,3.603328943,4.576739311
,,,,,,,,,,4.078448772,3.657290697,4.689375877
,,,,,,,,,,4.062432766,3.639814377,4.656772614
,,,,,,,,,,4.117420673,3.626246691,4.671214104
,,,,,,,,,,4.042531013,3.595410347,4.650887489
,,,,,,,,,,4.10151577,3.612430811,4.565984726
,,,,,,,,,,4.042267799,3.597216368,4.539264679
,,,,,,,,,,4.071138382,3.630949259,4.549312115
,,,,,,,,,,4.041318417,3.593464613,4.485350609
,,,,,,,,,,4.062270641,3.5882864,4.460208893
,,,,,,,,,,4.029245853,3.593293905,4.398283005
,,,,,,,,,,4.005158424,3.604786396,4.544966221
,,,,,,,,,,4.030763149,3.596517801,4.446020126
,,,,,,,,,,4.029429436,3.597238064,4.424777985
,,,,,,,,,,4.004637718,3.59920311,4.431726933
,,,,,,,,,,4.041818142,3.565568447,4.472486973
,,,,,,,,,,4.02376461,3.589075327,4.488155365
,,,,,,,,,,3.988102913,3.560586691,4.411441803
,,,,,,,,,,4.0006814,3.58755064,4.604166985
,,,,,,,,,,4.06157589,3.595842361,4.597914219
,,,,,,,,,,4.058649063,3.607542992,4.536886215
,,,,,,,,,,4.059810638,3.597850323,4.639748096
,,,,,,,,,,4.017167091,3.608609438,4.549850464
,,,,,,,,,,4.03580761,3.580692768,4.575438023
,,,,,,,,,,4.021196365,3.586936712,4.590602398
,,,,,,,,,,4.011058331,3.582862854,4.42769146
,,,,,,,,,,4.021071434,3.548389435,4.507576466
,,,,,,,,,,4.067574978,3.580370665,4.433597088
,,,,,,,,,,4.010932446,3.562578678,4.456251621
,,,,,,,,,,4.030830383,3.567593575,4.4328022
,,,,,,,,,,4.013530254,3.583583832,4.401995659
,,,,,,,,,,3.971775055,3.572664738,4.438826084
,,,,,,,,,,3.977438688,3.561706066,4.349299908
,,,,,,,,,,3.979519844,3.555332899,4.382386684
,,,,,,,,,,3.996788502,3.557547331,4.393316746
,,,,,,,,,,3.955845118,3.549644947,4.349647522
,,,,,,,,,,3.984318495,3.557636976,4.388016224
,,,,,,,,,,3.973098278,3.551932573,4.318388462
,,,,,,,,,,3.973342896,3.530889273,4.325247765
,,,,,,,,,,3.952126265,3.541287661,4.32927227
,,,,,,,,,,3.932952404,3.520865202,4.295506001
,,,,,,,,,,3.944815874,3.54034996,4.279319763
,,,,,,,,,,3.930000305,3.525768757,4.291269779
,,,,,,,,,,3.940838814,3.524478197,4.277965069
,,,,,,,,,,3.925421476,3.518182278,4.272154808
,,,,,,,,,,3.918404341,3.516798258,4.30804491
,,,,,,,,,,3.919412851,3.529794931,4.238092899
,,,,,,,,,,3.936918736,3.523765802,4.273693085
,,,,,,,,,,3.917092085,3.506829739,4.262036324
,,,,,,,,,,3.911872864,3.500423431,4.205753326
,,,,,,,,,,3.885505676,3.496045828,4.27150774
,,,,,,,,,,3.860582352,3.503111362,4.226712704
,,,,,,,,,,3.850281954,3.49953866,4.218228817
,,,,,,,,,,3.849055767,3.515503168,4.178675175
,,,,,,,,,,3.862212181,3.484819651,4.217778683
,,,,,,,,,,3.862238884,3.496709824,4.273356438
,,,,,,,,,,3.858545542,3.501647711,4.222382069
,,,,,,,,,,3.835586786,3.495062351,4.160937309
,,,,,,,,,,3.834677935,3.507830143,4.19945097
,,,,,,,,,,3.817342043,3.488009453,4.200391769
,,,,,,,,,,3.845215321,3.490697622,4.215269089
,,,,,,,,,,3.855187416,3.480201721,4.221137047
,,,,,,,,,,3.857341766,3.489319086,4.280704975
,,,,,,,,,,3.827729464,3.48175621,4.225353241
,,,,,,,,,,3.844712734,3.47149682,4.218929768
,,,,,,,,,,3.840432882,3.469120741,4.229181767
,,,,,,,,,,3.834516764,3.472718239,4.223748684
